Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly,Vehicle_Standard,Type,CO2_Intensity_g_km,Traffic_Score,Distance_Cat,Weight_Cat
TRX-4807AF55,2025-07-12,Jakarta Fulfillment Center,Andersonfort,Diesel Van (Euro 6),Mixed Route,147.3,12.4,High,38.187,0,Thermal Van,Thermal,259.24643584521385,3,Long-Haul >100km,Medium 5-20kg
TRX-77080F0E,2025-04-25,Jakarta Fulfillment Center,Rickfurt,Diesel Van (Euro 6),Mixed Route,72.9,12.9,Low,11.904,0,Thermal Van,Thermal,163.29218106995884,1,Suburban 50-100km,Medium 5-20kg
TRX-7B5DC422,2025-09-10,Medan Distribution,West Brandon,Heavy Truck,Inter-City,701.6,3974.4,High,837.13,0,Thermal Truck,Thermal,1193.172748004561,3,,
TRX-AFA85919,2025-07-04,Semarang Depot,West Jonathanfort,Drone Delivery,Urban Last Mile,10.4,24.4,Normal,0.092,1,Drone,Electric,8.846153846153847,2,Urban 10-50km,Heavy 20-100kg
TRX-5034F065,2025-07-11,Semarang Depot,New Christopher,Diesel Van (Euro 6),Mixed Route,93.5,9.0,Low,16.44,0,Thermal Van,Thermal,175.8288770053476,1,Suburban 50-100km,Medium 5-20kg
TRX-47B4007A,2025-11-18,Jakarta Fulfillment Center,Karenshire,Heavy Truck,Inter-City,172.9,3564.9,Severe Congestion,259.672,0,Thermal Truck,Thermal,1501.8623481781378,4,Long-Haul >100km,
TRX-F4372DB2,2025-10-17,Jakarta Fulfillment Center,Robertfurt,Electric Van (EV),Mixed Route,42.4,1.5,Normal,2.033,1,Electric Van,Electric,47.94811320754717,2,Urban 10-50km,Light <5kg
TRX-C0E5AB11,2025-07-22,Bandung Hub,Sullivanberg,Motorcycle (Courier),Inter-District,25.4,19.0,Normal,2.412,0,Thermal Scooter,Thermal,94.96062992125985,2,Urban 10-50km,Medium 5-20kg
TRX-0E586518,2025-01-05,Surabaya Warehouse,Aliciafort,Electric Van (EV),Mixed Route,51.2,28.7,Severe Congestion,2.89,1,Electric Van,Electric,56.4453125,4,Suburban 50-100km,Heavy 20-100kg
TRX-469D2894,2025-08-06,Semarang Depot,Port Melissahaven,Electric Van (EV),Mixed Route,57.0,11.1,Normal,2.946,1,Electric Van,Electric,51.68421052631579,2,Suburban 50-100km,Medium 5-20kg
TRX-44CCC11D,2025-03-14,Bandung Hub,Lopezberg,Cargo Bicycle,Urban Last Mile,5.6,15.6,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-758B74BE,2025-01-24,Surabaya Warehouse,North Kathybury,Cargo Bicycle,Urban Last Mile,6.2,29.3,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Heavy 20-100kg
TRX-53872CEE,2025-09-10,Makassar Port,Ryanfort,Drone Delivery,Urban Last Mile,9.8,6.0,Low,0.063,1,Drone,Electric,6.428571428571428,1,Urban <10km,Medium 5-20kg
TRX-972501EF,2025-11-25,Medan Distribution,West Kenneth,Diesel Van (Euro 6),Mixed Route,86.0,28.3,Low,15.362,0,Thermal Van,Thermal,178.62790697674419,1,Suburban 50-100km,Heavy 20-100kg
TRX-EC474A08,2025-05-11,Surabaya Warehouse,Lake Jacobfort,Heavy Truck,Inter-City,782.1,565.8,Normal,678.565,0,Thermal Truck,Thermal,867.6192302774581,2,,Bulk >100kg
TRX-D3101D03,2025-11-04,Medan Distribution,East Valerieland,Drone Delivery,Urban Last Mile,7.8,13.4,Normal,0.059,1,Drone,Electric,7.564102564102564,2,Urban <10km,Medium 5-20kg
TRX-79FFC86F,2025-04-08,Makassar Port,Watsonmouth,Drone Delivery,Urban Last Mile,6.7,24.1,Low,0.06,1,Drone,Electric,8.955223880597014,1,Urban <10km,Heavy 20-100kg
TRX-3C4D948E,2025-06-26,Medan Distribution,Andreabury,Motorcycle (Courier),Inter-District,30.4,17.9,Normal,2.981,0,Thermal Scooter,Thermal,98.0592105263158,2,Urban 10-50km,Medium 5-20kg
TRX-4899880A,2025-08-02,Medan Distribution,Nathanville,Heavy Truck,Inter-City,338.9,3434.0,Normal,291.846,0,Thermal Truck,Thermal,861.15668338743,2,Long-Haul >100km,
TRX-50DB42A5,2025-05-24,Jakarta Fulfillment Center,Leonstad,Electric Van (EV),Mixed Route,142.0,20.1,Normal,7.599,1,Electric Van,Electric,53.514084507042256,2,Long-Haul >100km,Heavy 20-100kg
TRX-5BD3E8FB,2025-07-25,Semarang Depot,Port Jeremytown,Diesel Van (Euro 6),Mixed Route,66.2,27.6,High,17.387,0,Thermal Van,Thermal,262.64350453172204,3,Suburban 50-100km,Heavy 20-100kg
TRX-4236B787,2026-01-02,Surabaya Warehouse,New Michaelhaven,Diesel Van (Euro 6),Mixed Route,129.8,6.6,High,33.089,0,Thermal Van,Thermal,254.92295839753464,3,Long-Haul >100km,Medium 5-20kg
TRX-1DC38EF4,2025-07-01,Semarang Depot,North Denisefurt,Drone Delivery,Urban Last Mile,7.4,25.6,Normal,0.071,1,Drone,Electric,9.594594594594595,2,Urban <10km,Heavy 20-100kg
TRX-9761A3F9,2025-12-24,Semarang Depot,East Christopher,Electric Van (EV),Mixed Route,108.5,3.0,High,5.517,1,Electric Van,Electric,50.8479262672811,3,Long-Haul >100km,Light <5kg
TRX-6C4E2998,2025-04-08,Surabaya Warehouse,Collinston,Motorcycle (Courier),Inter-District,9.8,20.5,Low,0.883,0,Thermal Scooter,Thermal,90.10204081632652,1,Urban <10km,Heavy 20-100kg
TRX-1D3A364A,2025-09-09,Jakarta Fulfillment Center,Donaldtown,Electric Van (EV),Mixed Route,90.9,26.4,Normal,4.729,1,Electric Van,Electric,52.02420242024202,2,Suburban 50-100km,Heavy 20-100kg
TRX-ACA96BF7,2025-08-05,Medan Distribution,East Victoria,Diesel Van (Euro 4),Mixed Route,134.3,16.8,Normal,35.03,0,Thermal Van,Thermal,260.83395383469843,2,Long-Haul >100km,Medium 5-20kg
TRX-21B74A02,2025-02-16,Bandung Hub,Jamesbury,Diesel Van (Euro 6),Mixed Route,16.6,15.6,Normal,3.36,0,Thermal Van,Thermal,202.40963855421685,2,Urban 10-50km,Medium 5-20kg
TRX-43B98EE6,2025-08-16,Bandung Hub,East Beth,Diesel Van (Euro 6),Mixed Route,34.7,16.6,Normal,6.349,0,Thermal Van,Thermal,182.96829971181555,2,Urban 10-50km,Medium 5-20kg
TRX-63C3B0F7,2025-09-27,Semarang Depot,Sharpview,Motorcycle (Courier),Inter-District,8.6,11.7,Severe Congestion,1.351,0,Thermal Scooter,Thermal,157.09302325581396,4,Urban <10km,Medium 5-20kg
TRX-9C38776E,2025-07-15,Makassar Port,Lynnborough,Heavy Truck,Inter-City,727.9,4958.0,High,937.756,0,Thermal Truck,Thermal,1288.3033383706554,3,,
TRX-462D7CED,2025-04-12,Jakarta Fulfillment Center,Brookeland,Electric Van (EV),Mixed Route,87.5,12.0,High,4.598,1,Electric Van,Electric,52.54857142857143,3,Suburban 50-100km,Medium 5-20kg
TRX-5BE01945,2025-11-04,Surabaya Warehouse,East Roberttown,Motorcycle (Courier),Inter-District,22.1,9.2,High,2.775,0,Thermal Scooter,Thermal,125.5656108597285,3,Urban 10-50km,Medium 5-20kg
TRX-9BA7F612,2025-08-19,Semarang Depot,West Donaldland,Heavy Truck,Inter-City,701.7,3765.8,Normal,607.464,0,Thermal Truck,Thermal,865.7032920051304,2,,
TRX-64EA4FF0,2025-08-28,Surabaya Warehouse,Christopherview,Motorcycle (Courier),Inter-District,14.5,10.2,Low,1.155,0,Thermal Scooter,Thermal,79.65517241379311,1,Urban 10-50km,Medium 5-20kg
TRX-C3175CEC,2025-03-07,Surabaya Warehouse,Joelville,Cargo Bicycle,Urban Last Mile,3.2,18.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-2C56FEA8,2025-03-07,Medan Distribution,Port Dennis,Drone Delivery,Urban Last Mile,5.0,17.7,High,0.046,1,Drone,Electric,9.2,3,Urban <10km,Medium 5-20kg
TRX-32C16C33,2025-01-10,Jakarta Fulfillment Center,West Thomas,Motorcycle (Courier),Inter-District,33.7,12.7,High,4.227,0,Thermal Scooter,Thermal,125.43026706231453,3,Urban 10-50km,Medium 5-20kg
TRX-540139A3,2025-06-07,Surabaya Warehouse,Duncanmouth,Motorcycle (Courier),Inter-District,26.3,21.6,Severe Congestion,3.951,0,Thermal Scooter,Thermal,150.22813688212926,4,Urban 10-50km,Heavy 20-100kg
TRX-A25012F7,2025-05-20,Bandung Hub,North Markville,Heavy Truck,Inter-City,257.3,3133.5,Low,205.153,0,Thermal Truck,Thermal,797.3299650213758,1,Long-Haul >100km,
TRX-F22A40A3,2025-12-10,Jakarta Fulfillment Center,Lake Hannahton,Diesel Van (Euro 6),Mixed Route,80.9,1.0,Normal,14.039,0,Thermal Van,Thermal,173.53522867737948,2,Suburban 50-100km,Light <5kg
TRX-22DBF6E0,2025-03-12,Surabaya Warehouse,Port Collin,Diesel Van (Euro 6),Mixed Route,18.8,24.5,Normal,3.548,0,Thermal Van,Thermal,188.72340425531914,2,Urban 10-50km,Heavy 20-100kg
TRX-E58A2D1F,2025-11-07,Jakarta Fulfillment Center,Lake Ericborough,Motorcycle (Courier),Inter-District,13.8,8.1,High,1.596,0,Thermal Scooter,Thermal,115.65217391304347,3,Urban 10-50km,Medium 5-20kg
TRX-B3703FA1,2025-05-15,Bandung Hub,Lake Cindyshire,Heavy Truck,Inter-City,120.1,3637.0,Severe Congestion,182.865,0,Thermal Truck,Thermal,1522.6061615320566,4,Long-Haul >100km,
TRX-7AC00CD1,2025-11-12,Semarang Depot,South Davidville,Motorcycle (Courier),Inter-District,12.0,14.4,Normal,1.184,0,Thermal Scooter,Thermal,98.66666666666667,2,Urban 10-50km,Medium 5-20kg
TRX-53468112,2025-04-08,Medan Distribution,Jenniferton,Heavy Truck,Inter-City,264.1,4830.0,Normal,256.24,0,Thermal Truck,Thermal,970.2385460053009,2,Long-Haul >100km,
TRX-5ED21A5F,2025-02-16,Medan Distribution,New Rebecca,Motorcycle (Courier),Inter-District,21.2,14.3,High,2.636,0,Thermal Scooter,Thermal,124.33962264150944,3,Urban 10-50km,Medium 5-20kg
TRX-D3548377,2025-02-08,Medan Distribution,Hallstad,Drone Delivery,Urban Last Mile,14.6,10.6,Low,0.099,1,Drone,Electric,6.780821917808219,1,Urban 10-50km,Medium 5-20kg
TRX-6C76F574,2025-06-21,Makassar Port,Mannburgh,Heavy Truck,Inter-City,123.9,4636.1,High,149.064,0,Thermal Truck,Thermal,1203.099273607748,3,Long-Haul >100km,
TRX-150ECFF3,2025-01-04,Bandung Hub,New Bridget,Heavy Truck,Inter-City,361.6,3838.0,Low,290.814,0,Thermal Truck,Thermal,804.2422566371681,1,Long-Haul >100km,
TRX-37856B3C,2025-11-04,Jakarta Fulfillment Center,North Scott,Motorcycle (Courier),Inter-District,39.3,9.4,High,4.919,0,Thermal Scooter,Thermal,125.16539440203563,3,Urban 10-50km,Medium 5-20kg
TRX-E2571102,2025-09-02,Bandung Hub,Kaylaland,Drone Delivery,Urban Last Mile,5.8,1.6,Normal,0.03,1,Drone,Electric,5.172413793103448,2,Urban <10km,Light <5kg
TRX-42092EBF,2025-04-22,Medan Distribution,Brandyland,Heavy Truck,Inter-City,444.8,2478.9,High,556.56,0,Thermal Truck,Thermal,1251.2589928057553,3,Long-Haul >100km,
TRX-26F48334,2025-10-08,Semarang Depot,Brandyside,Heavy Truck,Inter-City,152.0,546.2,Low,117.653,0,Thermal Truck,Thermal,774.0328947368421,1,Long-Haul >100km,Bulk >100kg
TRX-EBC51275,2025-07-29,Jakarta Fulfillment Center,New Stephanieburgh,Heavy Truck,Inter-City,400.3,1987.9,Severe Congestion,598.369,0,Thermal Truck,Thermal,1494.801398950787,4,Long-Haul >100km,
TRX-118D8DD6,2025-06-27,Jakarta Fulfillment Center,Fredburgh,Drone Delivery,Urban Last Mile,7.2,28.3,High,0.086,1,Drone,Electric,11.944444444444445,3,Urban <10km,Heavy 20-100kg
TRX-1FF38C84,2025-09-12,Semarang Depot,Kimberlyshire,Diesel Van (Euro 6),Mixed Route,21.0,14.6,Low,3.409,0,Thermal Van,Thermal,162.33333333333334,1,Urban 10-50km,Medium 5-20kg
TRX-AA92BEA8,2025-02-06,Medan Distribution,Port Bobbyshire,Diesel Van (Euro 6),Mixed Route,92.0,6.4,Low,18.001,0,Thermal Van,Thermal,195.66304347826087,1,Suburban 50-100km,Medium 5-20kg
TRX-C7471405,2025-09-30,Medan Distribution,Janetview,Electric Van (EV),Mixed Route,129.0,20.3,Low,6.207,1,Electric Van,Electric,48.116279069767444,1,Long-Haul >100km,Heavy 20-100kg
TRX-F129E169,2025-05-07,Jakarta Fulfillment Center,Tinaborough,Electric Van (EV),Mixed Route,140.1,7.3,Normal,7.707,1,Electric Van,Electric,55.010706638115636,2,Long-Haul >100km,Medium 5-20kg
TRX-A2E21A5A,2025-01-30,Makassar Port,Smithfurt,Drone Delivery,Urban Last Mile,13.2,26.0,Severe Congestion,0.148,1,Drone,Electric,11.212121212121213,4,Urban 10-50km,Heavy 20-100kg
TRX-3A3E1590,2025-06-28,Surabaya Warehouse,Clarkshire,Cargo Bicycle,Urban Last Mile,10.0,10.8,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-2994A068,2025-04-26,Makassar Port,Alanmouth,Diesel Van (Euro 4),Mixed Route,72.0,12.0,Severe Congestion,32.566,0,Thermal Van,Thermal,452.3055555555556,4,Suburban 50-100km,Medium 5-20kg
TRX-0BD87E0C,2025-03-13,Bandung Hub,Jenniferland,Drone Delivery,Urban Last Mile,3.0,5.8,High,0.019,1,Drone,Electric,6.333333333333333,3,Urban <10km,Medium 5-20kg
TRX-E5A913ED,2025-01-07,Bandung Hub,East Ryanbury,Diesel Van (Euro 6),Mixed Route,94.7,14.1,Severe Congestion,28.32,0,Thermal Van,Thermal,299.0496304118268,4,Suburban 50-100km,Medium 5-20kg
TRX-4D846AAA,2025-09-22,Makassar Port,New Daniel,Diesel Van (Euro 4),Mixed Route,100.7,10.3,Normal,32.623,0,Thermal Van,Thermal,323.9622641509433,2,Long-Haul >100km,Medium 5-20kg
TRX-EE9CCE07,2025-12-08,Surabaya Warehouse,Erinland,Diesel Van (Euro 6),Mixed Route,49.2,21.4,High,12.918,0,Thermal Van,Thermal,262.5609756097561,3,Urban 10-50km,Heavy 20-100kg
TRX-ADAC3B26,2025-07-01,Surabaya Warehouse,Katherinechester,Electric Van (EV),Mixed Route,115.9,6.3,Severe Congestion,6.844,1,Electric Van,Electric,59.050905953408105,4,Long-Haul >100km,Medium 5-20kg
TRX-F5156C90,2025-07-22,Semarang Depot,Gloriaberg,Cargo Bicycle,Urban Last Mile,8.5,13.0,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-C2766236,2025-06-14,Semarang Depot,Thomaschester,Diesel Van (Euro 4),Mixed Route,71.8,27.2,Normal,19.565,0,Thermal Van,Thermal,272.4930362116992,2,Suburban 50-100km,Heavy 20-100kg
TRX-21282978,2025-02-15,Semarang Depot,East Lisa,Motorcycle (Courier),Inter-District,12.1,15.6,Normal,1.271,0,Thermal Scooter,Thermal,105.0413223140496,2,Urban 10-50km,Medium 5-20kg
TRX-6D5EF86D,2025-10-07,Bandung Hub,South Carrieberg,Heavy Truck,Inter-City,468.1,1699.9,High,551.541,0,Thermal Truck,Thermal,1178.2546464430677,3,Long-Haul >100km,
TRX-8B05851B,2025-10-23,Semarang Depot,Johnberg,Drone Delivery,Urban Last Mile,1.5,21.9,Normal,0.014,1,Drone,Electric,9.333333333333334,2,Urban <10km,Heavy 20-100kg
TRX-2B84000B,2025-11-15,Makassar Port,West Toni,Cargo Bicycle,Urban Last Mile,14.7,10.9,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-385FCAA7,2025-03-01,Bandung Hub,Erictown,Motorcycle (Courier),Inter-District,24.3,16.3,Normal,2.297,0,Thermal Scooter,Thermal,94.52674897119341,2,Urban 10-50km,Medium 5-20kg
TRX-CFA88167,2025-12-08,Semarang Depot,Jamestown,Cargo Bicycle,Urban Last Mile,9.4,9.4,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Medium 5-20kg
TRX-01AFC1C5,2025-03-30,Surabaya Warehouse,Justinview,Cargo Bicycle,Urban Last Mile,3.4,3.1,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Light <5kg
TRX-8A4BBA66,2025-07-07,Semarang Depot,Williamsside,Heavy Truck,Inter-City,157.9,1869.7,Low,116.024,0,Thermal Truck,Thermal,734.7941735275491,1,Long-Haul >100km,
TRX-146739FD,2025-12-23,Semarang Depot,Tarafort,Drone Delivery,Urban Last Mile,11.5,6.4,Severe Congestion,0.081,1,Drone,Electric,7.043478260869565,4,Urban 10-50km,Medium 5-20kg
TRX-F8F5F176,2025-10-13,Medan Distribution,North Tina,Cargo Bicycle,Urban Last Mile,9.5,10.1,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-4DD89690,2025-04-25,Jakarta Fulfillment Center,Maryfurt,Heavy Truck,Inter-City,666.4,2782.1,Normal,543.574,0,Thermal Truck,Thermal,815.687274909964,2,,
TRX-AE1701B6,2025-03-16,Semarang Depot,Lake Patriciabury,Heavy Truck,Inter-City,230.6,3725.2,Low,191.396,0,Thermal Truck,Thermal,829.9913269731136,1,Long-Haul >100km,
TRX-F0CEF4D2,2025-04-24,Makassar Port,South Samuelshire,Heavy Truck,Inter-City,632.4,1749.5,Normal,577.362,0,Thermal Truck,Thermal,912.9696394686907,2,,
TRX-02D944D8,2025-02-13,Surabaya Warehouse,East Daniel,Drone Delivery,Urban Last Mile,6.8,5.2,High,0.044,1,Drone,Electric,6.470588235294118,3,Urban <10km,Medium 5-20kg
TRX-959AE917,2025-06-13,Jakarta Fulfillment Center,North Barryville,Heavy Truck,Inter-City,684.3,777.4,Low,478.002,0,Thermal Truck,Thermal,698.5269618588339,1,,Bulk >100kg
TRX-3D737DE2,2025-03-13,Bandung Hub,North Rebeccamouth,Heavy Truck,Inter-City,509.4,1409.9,High,616.89,0,Thermal Truck,Thermal,1211.0129564193169,3,,
TRX-5BE010AF,2025-03-25,Semarang Depot,Devinfort,Drone Delivery,Urban Last Mile,6.2,29.8,Normal,0.067,1,Drone,Electric,10.806451612903226,2,Urban <10km,Heavy 20-100kg
TRX-0C101B4B,2025-07-24,Semarang Depot,Moniquemouth,Diesel Van (Euro 6),Mixed Route,82.7,28.6,Severe Congestion,24.261,0,Thermal Van,Thermal,293.3615477629988,4,Suburban 50-100km,Heavy 20-100kg
TRX-4D687230,2025-09-18,Bandung Hub,South Sandyhaven,Drone Delivery,Urban Last Mile,3.3,6.0,Severe Congestion,0.022,1,Drone,Electric,6.666666666666667,4,Urban <10km,Medium 5-20kg
TRX-E33F90A1,2025-07-20,Bandung Hub,New Jodistad,Drone Delivery,Urban Last Mile,5.4,21.6,Severe Congestion,0.058,1,Drone,Electric,10.74074074074074,4,Urban <10km,Heavy 20-100kg
TRX-1021ADF6,2025-03-10,Jakarta Fulfillment Center,Lake Luistown,Motorcycle (Courier),Inter-District,38.3,0.8,Severe Congestion,5.885,0,Thermal Scooter,Thermal,153.65535248041778,4,Urban 10-50km,Light <5kg
TRX-4C2D2CC3,2025-01-11,Makassar Port,South Richard,Motorcycle (Courier),Inter-District,15.3,16.7,Severe Congestion,2.339,0,Thermal Scooter,Thermal,152.87581699346404,4,Urban 10-50km,Medium 5-20kg
TRX-CE242191,2025-11-06,Bandung Hub,West Ryanshire,Drone Delivery,Urban Last Mile,5.9,24.4,Severe Congestion,0.066,1,Drone,Electric,11.1864406779661,4,Urban <10km,Heavy 20-100kg
TRX-8734BF96,2025-09-09,Medan Distribution,Barnettton,Diesel Van (Euro 4),Mixed Route,107.4,16.0,High,38.061,0,Thermal Van,Thermal,354.3854748603352,3,Long-Haul >100km,Medium 5-20kg
TRX-E8D5EC6A,2025-04-30,Makassar Port,Natalietown,Motorcycle (Courier),Inter-District,25.3,0.6,Low,2.101,0,Thermal Scooter,Thermal,83.04347826086956,1,Urban 10-50km,Light <5kg
TRX-13C0CB94,2025-11-27,Semarang Depot,East Bianca,Diesel Van (Euro 6),Mixed Route,67.1,8.8,Normal,11.788,0,Thermal Van,Thermal,175.67809239940388,2,Suburban 50-100km,Medium 5-20kg
TRX-30FDB832,2025-04-14,Makassar Port,Rebeccaburgh,Diesel Van (Euro 4),Mixed Route,70.8,22.6,High,25.657,0,Thermal Van,Thermal,362.38700564971754,3,Suburban 50-100km,Heavy 20-100kg
TRX-1354D7A3,2025-12-30,Makassar Port,North Nicole,Diesel Van (Euro 4),Mixed Route,32.4,11.8,Severe Congestion,13.415,0,Thermal Van,Thermal,414.04320987654324,4,Urban 10-50km,Medium 5-20kg
TRX-04FE3D37,2025-12-06,Makassar Port,Shawnfort,Heavy Truck,Inter-City,787.9,2902.9,Normal,697.568,0,Thermal Truck,Thermal,885.3509328595,2,,
TRX-97AEB69D,2025-01-15,Makassar Port,North Betty,Cargo Bicycle,Urban Last Mile,14.8,16.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-815A7A52,2025-05-06,Jakarta Fulfillment Center,North Mikebury,Cargo Bicycle,Urban Last Mile,3.8,15.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-917A1999,2025-02-20,Surabaya Warehouse,North Joshuaton,Motorcycle (Courier),Inter-District,13.2,9.9,Normal,1.154,0,Thermal Scooter,Thermal,87.42424242424242,2,Urban 10-50km,Medium 5-20kg
TRX-01C6D3B7,2025-12-12,Jakarta Fulfillment Center,Andreachester,Drone Delivery,Urban Last Mile,13.9,18.8,High,0.13,1,Drone,Electric,9.352517985611511,3,Urban 10-50km,Medium 5-20kg
TRX-D33887CE,2025-07-11,Semarang Depot,New Elizabethberg,Motorcycle (Courier),Inter-District,6.4,13.5,Normal,0.616,0,Thermal Scooter,Thermal,96.25,2,Urban <10km,Medium 5-20kg
TRX-98058C95,2025-05-09,Makassar Port,Nicolefort,Motorcycle (Courier),Inter-District,7.6,7.6,Low,0.671,0,Thermal Scooter,Thermal,88.28947368421053,1,Urban <10km,Medium 5-20kg
TRX-E970B143,2025-07-20,Semarang Depot,East Jonathanfurt,Diesel Van (Euro 6),Mixed Route,133.4,12.8,Low,22.5,0,Thermal Van,Thermal,168.6656671664168,1,Long-Haul >100km,Medium 5-20kg
TRX-5969D046,2025-12-20,Makassar Port,Julieberg,Heavy Truck,Inter-City,167.6,2816.5,High,179.896,0,Thermal Truck,Thermal,1073.365155131265,3,Long-Haul >100km,
TRX-BE5B2D89,2025-08-31,Bandung Hub,Port Kaylamouth,Diesel Van (Euro 4),Mixed Route,33.4,12.0,Low,8.24,0,Thermal Van,Thermal,246.70658682634732,1,Urban 10-50km,Medium 5-20kg
TRX-A49522DF,2025-11-18,Makassar Port,West Lauraland,Heavy Truck,Inter-City,119.2,626.9,High,128.808,0,Thermal Truck,Thermal,1080.6040268456375,3,Long-Haul >100km,Bulk >100kg
TRX-D29D4174,2025-07-29,Jakarta Fulfillment Center,East Alicetown,Diesel Van (Euro 4),Mixed Route,104.2,19.7,Normal,30.278,0,Thermal Van,Thermal,290.5758157389635,2,Long-Haul >100km,Medium 5-20kg
TRX-D83F5692,2025-12-13,Semarang Depot,Aprilmouth,Electric Van (EV),Mixed Route,14.3,27.2,High,0.807,1,Electric Van,Electric,56.43356643356643,3,Urban 10-50km,Heavy 20-100kg
TRX-A244A3CB,2025-10-05,Surabaya Warehouse,Barryborough,Heavy Truck,Inter-City,173.6,2158.8,High,191.2,0,Thermal Truck,Thermal,1101.3824884792627,3,Long-Haul >100km,
TRX-073D59C1,2025-09-14,Surabaya Warehouse,South Donnachester,Electric Van (EV),Mixed Route,34.9,9.9,High,1.817,1,Electric Van,Electric,52.06303724928367,3,Urban 10-50km,Medium 5-20kg
TRX-765B68D6,2025-07-09,Surabaya Warehouse,Port Heathermouth,Cargo Bicycle,Urban Last Mile,8.5,5.9,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-FCCFD6D1,2025-04-06,Semarang Depot,Lake Alexisshire,Diesel Van (Euro 6),Mixed Route,124.3,17.7,Severe Congestion,35.952,0,Thermal Van,Thermal,289.2357200321802,4,Long-Haul >100km,Medium 5-20kg
TRX-20910BF1,2025-08-03,Jakarta Fulfillment Center,Rebekahchester,Drone Delivery,Urban Last Mile,10.4,3.4,Low,0.058,1,Drone,Electric,5.576923076923077,1,Urban 10-50km,Light <5kg
TRX-E2C26C04,2025-02-16,Makassar Port,West Karen,Heavy Truck,Inter-City,470.7,4126.8,Low,393.011,0,Thermal Truck,Thermal,834.9500743573401,1,Long-Haul >100km,
TRX-432B8BA1,2025-09-16,Jakarta Fulfillment Center,West Robert,Cargo Bicycle,Urban Last Mile,5.5,22.9,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-ED4BD25E,2025-07-12,Medan Distribution,Port Jamesland,Cargo Bicycle,Urban Last Mile,10.6,7.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-2F043D81,2025-05-23,Surabaya Warehouse,Mooreburgh,Motorcycle (Courier),Inter-District,16.4,19.7,Normal,1.727,0,Thermal Scooter,Thermal,105.3048780487805,2,Urban 10-50km,Medium 5-20kg
TRX-44C742B2,2025-03-19,Makassar Port,Wandatown,Heavy Truck,Inter-City,581.8,1489.7,High,645.059,0,Thermal Truck,Thermal,1108.729804056377,3,,
TRX-67D7D76A,2025-03-11,Makassar Port,Lake Jacob,Motorcycle (Courier),Inter-District,27.2,2.8,Low,2.366,0,Thermal Scooter,Thermal,86.98529411764706,1,Urban 10-50km,Light <5kg
TRX-F3C0FF94,2025-07-05,Bandung Hub,Lake Erin,Electric Van (EV),Mixed Route,10.5,29.1,Low,0.54,1,Electric Van,Electric,51.42857142857143,1,Urban 10-50km,Heavy 20-100kg
TRX-4868B2D4,2025-12-17,Surabaya Warehouse,West Douglasmouth,Heavy Truck,Inter-City,434.9,4473.6,High,529.77,0,Thermal Truck,Thermal,1218.1421016325592,3,Long-Haul >100km,
TRX-AF78B4B0,2025-11-12,Jakarta Fulfillment Center,West Alanton,Cargo Bicycle,Urban Last Mile,10.2,24.5,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Heavy 20-100kg
TRX-13551BCC,2025-04-03,Medan Distribution,New Katelyn,Motorcycle (Courier),Inter-District,9.2,7.7,Low,0.786,0,Thermal Scooter,Thermal,85.43478260869566,1,Urban <10km,Medium 5-20kg
TRX-276C3D4D,2025-12-12,Surabaya Warehouse,Amberfort,Drone Delivery,Urban Last Mile,11.1,24.5,Low,0.11,1,Drone,Electric,9.90990990990991,1,Urban 10-50km,Heavy 20-100kg
TRX-80881A03,2025-09-20,Semarang Depot,Port Jorge,Cargo Bicycle,Urban Last Mile,7.1,19.9,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-53DC76EA,2025-11-11,Medan Distribution,East Joefurt,Drone Delivery,Urban Last Mile,3.2,8.1,High,0.02,1,Drone,Electric,6.25,3,Urban <10km,Medium 5-20kg
